concept_index,unique_id,concept,category_bottom_up,category_wordnet,category_manual,Percent_known,Concreteness (M),COCA word freq,SUBTLEX freq,categories_53,image-label_nameability_mean,image-label_consistency_mean,image-label_ratings-per-image_mean,property_manmade_mean,property_precious_mean,property_lives_mean,property_heavy_mean,property_natural_mean,property_moves_mean,property_grasp_mean,property_hold_mean,property_be-moved_mean,property_pleasant_mean,property_arousal_mean,property_arousal_work-time_mean
699,gramophone,gramophone,,,,0.92,4.78,156.0,16.0,,0.322476173,0.347505008,18.23529412,6.9429,5.2286,1.2286,5.2,1.9429,3.6286,4.3714,3.6286,4.1143,5.4571,4.04,4829.98
700,granite,granite,,,,1.0,5.0,2882.0,81.0,,0.352028048,0.387698106,18.28571429,2.6923,5.0769,1.8718,6.7436,6.3846,1.6154,3.6923,2.9487,2.6154,5.1538,3.891304348,15459.80435
701,granola,granola,food,,food,1.0,4.85,391.0,30.0,breakfast food|food,0.611698436,0.611698436,18.17647059,5.2162,3.7568,2.2162,2.0,5.5946,1.8649,6.2432,6.2703,6.3784,5.7568,4.045454545,5076.636364
702,grape,grape,fruit,fruit,"food, fruit",1.0,5.0,5318.0,204.0,food|fruit,0.937410776,0.937410776,17.8,1.7297,4.6757,5.7568,1.4054,6.6757,2.6216,6.4054,6.7027,6.7297,6.3784,3.638297872,5913.404255
703,grapefruit,grapefruit,fruit,fruit,"food, fruit",0.97,4.96,1069.0,126.0,food|fruit,0.833675419,0.833675419,18.27777778,1.4054,3.9459,4.3514,2.0,6.8649,1.7838,6.2973,6.2973,6.4865,5.3243,4.1111111110000005,6751.6
704,grapevine,grapevine,plant,plant,plant,1.0,4.69,499.0,47.0,plant,0.094483806,0.32811516,18.61538462,1.9744,5.1282,6.4872,4.3077,6.8205,3.8974,5.3077,4.8974,3.1026,5.8205,3.936170213,5906.680851
705,grass,grass,plant,plant,plant,1.0,4.93,18139.0,856.0,plant,0.970305011,0.970305011,17.93333333,1.4444,4.5556,6.4444,1.9722,6.8056,4.3333,5.8889,5.9167,4.5,5.5833,2.956521739,5519.847826
706,grasshopper,grasshopper,insect,"animal, insect","animal, insect",1.0,4.91,684.0,47.0,animal|insect,0.748003311,0.748003311,17.7,1.1944,4.3889,6.9722,1.1111,6.8889,6.9444,3.75,4.1111,5.4167,4.0278,4.227272727,8916.136364
707,grate,grate,,,,1.0,4.82,952.0,52.0,,0.462379601,0.49499054,17.47058824,6.7692,3.0,1.1026,5.8462,1.4359,2.0513,4.3333,3.4359,3.2051,3.8718,4.375,5452.020833
708,grater,grater,kitchen tool,kitchen utensil,"kitchen tool, tool",0.96,4.52,161.0,7.0,kitchen tool|tool,0.879296741,0.879296741,18.0,6.6757,2.8919,1.2703,2.0541,1.5676,1.8649,6.0811,6.1622,6.027,4.4865,4.195652174,5975.0
709,gravel,gravel,,,,1.0,5.0,4135.0,73.0,,0.186902663,0.509013803,17.75,3.9167,2.4722,1.3333,4.9722,5.2222,2.2778,5.5556,5.75,4.75,3.8889,3.895833333,8196.895833
710,gravestone,gravestone,,,,1.0,4.72,430.0,17.0,,0.210301284,0.362601766,17.91666667,6.6486,4.5676,1.2703,6.6757,3.3243,1.7027,3.5946,2.2703,2.0541,3.5135,4.52,5022.98
711,gravy,gravy,food,food,food,1.0,4.97,1794.0,269.0,condiment|food,0.762999249,0.790003033,18.15789474,6.5135,2.9189,1.1622,2.1081,2.8378,2.4324,3.2162,2.8919,5.4324,5.6486,3.3191489360000004,4449.468085
712,green_beans,green beans,vegetable,vegetable,"food, vegetable",1.0,4.9,,0.0,food|vegetable,0.737651932,0.737651932,18.58333333,1.45,4.125,5.45,1.45,6.675,2.0,6.5,6.6,6.525,5.625,3.5,5527.083333
713,grenade,grenade,weapon,,weapon,1.0,4.9,2276.0,235.0,weapon,0.94460211,0.94460211,18.0,6.8158,2.4211,1.4737,3.1053,1.3421,2.9474,5.9737,5.8421,6.0789,1.8421,6.052631579,7833.763158
714,grill,grill,,,,1.0,4.86,4593.0,227.0,,0.877533396,0.877533396,17.83333333,6.5,3.4167,1.3333,5.3889,1.6389,3.1944,4.4444,3.4722,4.3611,4.6667,4.125,5497.104167
715,grille,grille,part of car,,part of car,0.86,4.04,634.0,18.0,part of car,0.134909783,0.328887578,18.08333333,6.775,3.2,1.275,5.55,1.525,2.275,4.1,3.35,3.65,4.4,4.645833333,9877.0625
716,grinder,grinder,kitchen tool,,"kitchen tool, tool",1.0,4.12,933.0,65.0,kitchen tool|tool,0.851801686,0.851801686,17.92307692,6.6316,3.2895,1.1579,4.9474,1.7632,3.8684,5.4737,5.1579,5.0789,4.2895,4.425,4171.025
717,grits,grits,food,,food,0.96,4.74,,81.0,breakfast food|food,0.421975691,0.443466919,18.0,5.6286,3.1429,2.0286,1.6857,4.3714,1.8286,4.1429,4.5429,5.6,4.8286,4.333333333,6290.428571
718,groundhog,groundhog,animal,animal,animal,1.0,4.93,224.0,76.0,animal|mammal,0.378242174,0.434264993,18.08333333,1.1667,5.0,6.9722,3.5556,6.3889,6.8611,3.4444,3.4722,3.5833,4.6389,4.196078431,5604.078431
719,guacamole,guacamole,food,food,food,1.0,4.89,279.0,56.0,food,0.847648951,0.847648951,18.04,5.5278,3.8333,2.1667,1.8333,5.5556,1.6111,5.1667,5.5556,6.2222,5.5556,4.380952381,6254.761904999999
720,guardrail,guardrail,,,,0.93,5.0,244.0,14.0,,0.284303931,0.388335627,17.94444444,6.7105,3.7105,1.2368,6.2632,1.5263,1.7105,3.8947,2.7632,1.6053,3.9737,3.9,5434.04
721,guillotine,guillotine,,,,0.9,4.64,353.0,42.0,,0.832367684,0.832367684,18.14285714,6.8684,2.2632,1.1316,6.4211,1.4474,4.4737,3.6579,2.1053,2.5263,1.9211,4.30952381,7707.214286
722,guinea_pig,guinea pig,animal,animal,animal,1.0,4.93,,0.0,animal|mammal,0.602462037,0.610865399,17.85714286,1.4571,5.2857,6.8286,2.0,6.5714,6.8,5.0857,5.5429,5.9143,5.4571,4.404761905,5981.285714
723,guitar,guitar,musical instrument,musical instrument,musical instrument,1.0,4.9,7712.0,795.0,musical instrument,0.980351687,0.980351687,17.76470588,6.8718,4.7179,1.5641,3.359,2.1795,2.4103,5.8974,6.0513,6.1795,5.8205,3.1363636360000005,6314.2045450000005
724,gum,gum,,food,food,1.0,4.89,3714.0,683.0,candy|food,0.862759431,0.862759431,18.33333333,6.7179,2.641,1.2564,1.2308,2.3333,1.6667,6.5641,6.6667,6.6667,5.7949,3.941176471,4919.235294
725,gumball,gumball,,food,food,1.0,4.79,102.0,9.0,candy|food,0.5749484,0.599458204,17.83333333,6.8462,2.7179,1.3846,1.3333,1.6667,2.0513,6.5385,6.6923,6.6667,5.6154,3.849056604,4978.528302000001
726,gumdrop,gumdrop,,food,food,1.0,4.9,73.0,8.0,candy|food,0.34116324,0.417928872,18.61538462,6.75,3.0833,1.3056,1.3889,1.8333,1.8611,6.7222,6.8611,6.75,5.6111,3.326086957,4487.913043
727,gun,gun,weapon,weapon,weapon,1.0,4.83,47305.0,10873.0,weapon,0.873115182,0.873115182,18.08333333,6.8158,3.0263,1.0263,3.7105,1.2105,2.0263,5.8947,6.0263,6.1053,2.2895,4.863636364,10449.63636
728,gurney,gurney,medical equipment,,medical equipment,0.89,4.68,682.0,127.0,medical equipment,0.334115431,0.491994291,17.65384615,6.6154,3.1795,1.3077,5.359,1.4615,5.3333,5.3846,3.5385,5.8974,3.6667,4.183673469,5012.285714
729,gutter,gutter,,,,1.0,4.85,1297.0,267.0,,0.780813861,0.776845607,17.57142857,6.4167,2.3889,1.2222,3.9444,1.6667,1.8889,4.1944,3.8056,3.2778,3.9167,4.5,6117.479167
730,gyro,gyro,food,food,food,0.96,4.46,145.0,16.0,food,0.595991357,0.595991357,17.41666667,6.6154,3.7692,1.2564,1.7179,3.0769,1.9744,6.3077,6.3846,6.3846,5.9487,4.0,6059.5
731,gyroscope,gyroscope,toy,,toy,1.0,4.25,211.0,9.0,scientific equipment|toy,0.2571877,0.346754499,17.41666667,6.6667,4.1282,1.5385,2.6667,1.7692,5.641,6.0,6.2051,6.2308,5.2564,3.951219512,5330.682927000001
732,hail,hail,,,,1.0,4.32,778.0,613.0,,0.592982098,0.592982098,17.66666667,1.1622,2.7027,1.8649,3.1892,6.7838,4.6216,5.5135,5.4865,5.6757,2.7027,3.571428571,7650.653061
733,hair,hair,body part,,body part,1.0,4.97,69564.0,7831.0,body part,0.976006192,0.976006192,18.25,1.65,5.325,4.5,2.275,6.425,4.525,6.075,5.8,5.9,5.625,3.857142857,5455.877551
734,hairbrush,hairbrush,,,,1.0,4.75,173.0,37.0,personal hygiene item,0.318018289,0.431603887,17.73333333,6.725,3.375,1.325,1.475,2.1,2.0,6.65,6.675,6.625,5.075,4.040816327,5496.22449
735,hairdryer,hairdryer,,,electronic device,1.0,4.97,25.0,11.0,electronic device|home appliance|personal hygiene item,0.729525202,0.584891354,17.2,6.6842,2.9737,1.0263,2.3421,1.3158,2.3421,6.5263,6.6316,6.5526,4.5789,4.155555556,6157.466667000001
736,hairnet,hairnet,,,,1.0,4.96,86.0,12.0,headwear,0.329589906,0.463164038,18.35714286,6.5,2.5833,1.3611,1.1667,1.5556,2.0,6.5833,6.7222,6.6944,3.6111,4.093023256,5551.069767
737,hairpin,hairpin,,,,1.0,4.83,328.0,18.0,fastener|jewelry,0.238014849,0.311728013,18.4,6.7895,4.1842,1.1579,1.3421,1.7895,2.0,6.4474,6.6579,6.6053,5.3158,3.4468085110000004,5533.5957450000005
738,hairspray,hairspray,,,,1.0,4.89,,38.0,personal hygiene item,0.42439693,0.487335526,17.66666667,6.7222,2.4444,1.25,1.5278,1.3889,2.5556,5.0833,5.2778,5.8056,3.9167,4.693877551,10544.38776
739,ham,ham,food,,food,1.0,4.9,3433.0,591.0,breakfast food|food,0.941474602,0.936572641,18.41666667,3.7368,4.2632,2.6579,3.6053,5.3158,2.0263,5.5526,5.4737,5.7632,5.3158,4.229166667,7548.395833
740,hamburger,hamburger,food,food,food,1.0,5.0,2468.0,397.0,breakfast food|food,0.00877193,0.930563439,18.5,6.2632,3.4474,1.7105,1.6316,3.9211,1.9474,6.5526,6.6053,6.6842,5.8947,3.87804878,9428.536585
741,hammer,hammer,tool,tool,"weapon, tool",1.0,4.77,3380.0,636.0,construction equipment|hardware|tool|weapon,0.894518977,0.894518977,17.91666667,6.7222,3.0,1.1667,4.2778,1.6667,2.5556,6.4444,6.3611,6.1944,4.2222,5.152173913,4603.456522
742,hammock,hammock,,furniture,furniture,1.0,4.89,812.0,71.0,furniture,0.956749513,0.956749513,17.25,6.8108,3.5946,1.3514,2.7838,2.4054,4.8108,5.0,4.9189,5.6486,6.2703,3.666666667,8154.958333
743,hamster,hamster,animal,animal,animal,1.0,4.86,403.0,109.0,animal|mammal,0.509643287,0.562164296,17.42857143,1.2632,5.6053,6.8684,1.6842,6.7368,6.7895,5.5789,5.6316,5.9211,5.7105,4.365853659,6360.560976
744,hand,hand,body part,body part,body part,1.0,4.72,225247.0,14262.0,body part,0.93946877,0.93946877,17.71428571,1.8158,6.1316,6.1316,2.8158,6.4737,6.7632,6.4211,6.5789,6.3158,5.5789,4.08,4813.2
745,handbrake,handbrake,part of car,,part of car,0.97,4.69,,9.0,part of car,0.11756106,0.393952098,18.16666667,6.7568,3.6486,1.5405,2.4595,1.6486,5.027,6.2703,6.1081,5.7838,4.2162,4.4130434780000005,5506.391304
746,handcuff,handcuff,,,,1.0,4.79,1222.0,52.0,,0.904239766,0.904239766,18.0,6.9429,1.9429,1.1429,2.2857,1.2286,2.7714,6.2,6.4857,6.2571,1.4286,5.333333333,7766.375
747,handkerchief,handkerchief,clothing accessory,,clothing accessory,1.0,5.0,2183.0,214.0,clothing accessory,0.484393275,0.530727861,18.42857143,6.7105,3.8947,1.3158,1.0789,2.1053,1.9737,6.7105,6.8947,6.8421,5.0789,3.625,7041.6875
748,handle,handle,,,,1.0,4.57,7101.0,5529.0,hardware,0.84550819,0.84550819,18.84615385,6.641,2.8205,1.1282,2.4615,2.0769,2.5641,6.4103,6.359,5.9744,4.3333,3.936170213,8249.212765999999
749,handlebar,handlebar,,,,1.0,4.76,1077.0,10.0,,0.479793745,0.479793745,17.5,6.5143,2.7143,1.3143,2.7143,1.7429,3.5429,6.3714,6.1143,5.6571,4.7714,4.295454545,4968.3409090000005
750,handprint,handprint,,,,1.0,4.97,193.0,32.0,,0.597412496,0.602042125,17.66666667,6.3243,4.3243,1.7838,1.4595,3.5946,1.4595,2.2162,2.2162,1.9459,5.0541,3.75,5198.7045450000005
751,hanger,hanger,,,,1.0,4.81,1238.0,69.0,,0.960228697,0.960228697,17.71428571,6.7297,2.5676,1.3243,1.3243,1.5676,2.1351,6.5676,6.4054,6.6486,4.4054,4.0,8344.764706
752,hard_disk,hard disk,,,,1.0,4.96,,0.0,,0.032454605,0.395399037,17.71428571,6.4054,4.8919,1.8108,2.5946,1.4595,2.4054,5.6216,5.9189,6.0,4.4595,4.152173913,5887.108696
753,harmonica,harmonica,musical instrument,musical instrument,musical instrument,0.97,4.9,574.0,89.0,musical instrument,0.931696631,0.931696631,18.26315789,6.6944,4.1944,1.4167,1.4167,1.7222,2.1111,6.6389,6.6667,6.7222,5.6389,4.0,4931.9245280000005
754,harness,harness,,,,1.0,4.14,1550.0,133.0,safety equipment,0.649592826,0.649592826,18.07692308,6.7895,4.0,1.0789,2.5526,1.6316,2.7895,5.9737,6.0263,5.9474,4.2632,4.488372093,12094.30233
755,harp,harp,musical instrument,musical instrument,musical instrument,1.0,4.85,1129.0,134.0,musical instrument,0.96265229,0.96265229,17.66666667,6.6571,5.7714,1.5714,6.1714,2.2286,3.0857,4.2,3.5714,3.2286,6.2286,3.755555556,8622.088889
756,hash,hash,food,food,food,1.0,4.1,550.0,180.0,breakfast food|food,0.345647773,0.475204083,17.76923077,6.2895,3.4211,1.6579,2.0,4.4737,1.8947,4.7895,5.1053,5.9474,5.5526,4.511627907,5190.372093
757,hat,hat,clothing accessory,clothing,"clothing, clothing accessory",1.0,4.88,18198.0,3273.0,clothing|clothing accessory|headwear,0.893489346,0.893489346,17.88235294,6.6667,3.9722,1.5833,1.5833,3.0556,2.2778,6.3889,6.5833,6.6111,5.4722,3.581395349,17508.76744
