concept_index,unique_id,concept,category_bottom_up,category_wordnet,category_manual,Percent_known,Concreteness (M),COCA word freq,SUBTLEX freq,categories_53,image-label_nameability_mean,image-label_consistency_mean,image-label_ratings-per-image_mean,property_manmade_mean,property_precious_mean,property_lives_mean,property_heavy_mean,property_natural_mean,property_moves_mean,property_grasp_mean,property_hold_mean,property_be-moved_mean,property_pleasant_mean,property_arousal_mean,property_arousal_work-time_mean
896,lanyard,lanyard,,,clothing accessory,0.89,4.46,88.0,4.0,clothing accessory,0.779095552,0.779095552,18.07692308,6.7568,2.4595,1.2432,1.3784,1.7297,2.1622,6.6216,6.6486,6.6216,4.4054,4.155555556,4697.288889
897,laptop,laptop,electronic device,,electronic device,1.0,4.96,3964.0,177.0,electronic device,0.886674693,0.886674693,17.8,6.9143,5.0286,1.3714,3.3143,1.9714,2.2,5.8857,6.3429,6.4857,5.4571,4.212765957,11886.0
898,lasagna,lasagna,food,food,food,1.0,4.89,568.0,183.0,food,0.80995356,0.80995356,17.86666667,6.3784,3.973,1.4054,3.2973,3.5405,1.7297,5.1081,5.2162,5.9189,6.4865,4.352941176,5588.784314
899,laser_pointer,laser pointer,,,,1.0,4.64,,0.0,,0.23727031,0.470521944,17.41666667,6.8,3.3143,1.2857,1.5429,1.7143,2.2571,6.5143,6.6857,6.6857,4.8286,3.234042553,5597.106382999999
900,latch,latch,,,,1.0,4.79,1106.0,98.0,fastener|hardware,0.484298676,0.487588149,18.125,6.7297,2.7297,1.3243,3.2162,1.5135,4.6757,6.027,5.8919,5.7568,4.3514,4.294117647,9645.686275
901,latte,latte,drink,"food, beverage",drink,0.97,4.64,544.0,123.0,drink,0.250255131,0.389394852,17.83333333,6.2973,4.2162,1.4865,1.7568,3.6216,2.4595,5.8649,5.973,6.2703,6.3514,4.021276596,5251.340426
902,laundry_basket,laundry basket,,container,,1.0,5.0,,0.0,,0.530538356,0.55246818,17.91666667,6.6486,2.2703,1.1622,2.3243,1.3243,2.1892,6.1892,6.2162,6.2703,4.2703,4.102040816000001,5462.469388
903,lava,lava,,,,1.0,4.82,1860.0,176.0,,0.879360882,0.879360882,18.0,1.1053,2.9211,2.5,5.3684,6.8421,6.3684,1.3158,1.0263,1.5263,2.3947,5.108695652,9575.26087
904,lavender,lavender,,plant,plant,1.0,4.52,2263.0,104.0,plant,0.516334494,0.590408568,17.66666667,1.8649,5.4054,6.3784,1.8378,6.7027,3.5135,6.1351,6.3784,5.5676,6.4595,3.320754717,7324.150943000001
905,lawnmower,lawnmower,,tool,,1.0,4.97,239.0,24.0,garden tool|home appliance,0.921564327,0.911513158,18.0625,6.5135,2.9459,1.3784,6.027,1.5676,5.7297,5.3514,3.2973,5.3784,4.2703,4.361702128,5644.914894
906,leaf,leaf,,,,1.0,5.0,24044.0,265.0,,0.987808062,0.987808062,17.85714286,1.0811,4.1081,5.7297,1.0811,6.9459,3.8649,6.6486,6.7568,6.7297,5.8919,3.26,4668.86
907,leash,leash,,,,1.0,4.89,1305.0,219.0,,0.606113476,0.655766254,17.25,6.5556,3.0,1.0556,1.6111,1.5833,3.0556,6.6389,6.7222,6.5833,4.0278,3.954545455,5863.431818
908,lectern,lectern,furniture,furniture,furniture,0.89,4.46,358.0,4.0,furniture,0.071845259,0.616586401,18.5,6.8,3.0571,1.4571,5.5429,2.3143,4.4857,4.9143,3.4571,5.1714,4.4571,3.804347826,7062.826087
909,leech,leech,animal,animal,animal,0.96,4.33,424.0,89.0,animal,0.377077876,0.516820142,18.61538462,1.4474,2.1053,6.6842,1.5526,6.5526,6.6579,4.8947,4.8947,5.1053,2.0,5.113636364,5448.5
910,leek,leek,vegetable,plant,"plant, food, vegetable",0.89,4.92,1008.0,15.0,food|plant|vegetable,0.381524929,0.395560017,18.3125,1.7353,3.5588,6.1765,1.7353,6.6765,2.2941,6.1765,6.6176,6.5294,4.7353,3.396226415,5847.773585
911,leg,leg,body part,body part,body part,1.0,4.83,47477.0,2882.0,body part,0.796006407,0.829094642,18.4375,2.225,5.875,5.975,5.275,6.475,6.825,5.775,5.55,6.1,5.55,4.021276596,4278.319149
912,leggings,leggings,clothing,clothing,clothing,1.0,4.86,,13.0,clothing|women's clothing,0.734248561,0.734248561,17.66666667,6.6316,3.4474,1.3158,1.3684,1.8158,2.4211,6.5,6.6579,6.7368,5.6316,3.931818182,4442.795455
913,lego,lego,toy,toy,toy,0.96,4.73,,0.0,toy,0.90092402,0.90092402,17.69230769,6.5128,3.1282,1.3077,1.6923,1.4615,1.7949,6.5385,6.7179,6.5897,5.2051,4.125,8636.354167
914,lemon,lemon,fruit,fruit,"food, fruit",1.0,5.0,10095.0,613.0,food|fruit,0.957316033,0.957316033,16.75,1.575,4.25,5.125,1.675,6.7,2.15,6.4,6.575,6.6,5.45,4.0425531910000005,3653.085106000001
915,lemonade,lemonade,drink,"food, beverage",drink,1.0,4.83,1178.0,281.0,drink,0.74056695,0.768344728,18.0,6.0,4.6579,1.7895,1.9737,4.7105,2.2368,4.1842,4.4737,5.6579,6.3947,3.764705882,6142.078431
916,lens,lens,,,,1.0,4.64,8313.0,238.0,,0.297266348,0.346354039,17.16666667,6.7027,5.1622,1.4595,1.7838,2.3243,2.2162,6.0811,6.4324,6.4595,4.7297,3.772727273,6543.636364
917,leopard,leopard,animal,animal,animal,1.0,5.0,1111.0,276.0,animal|mammal,0.521472374,0.541715289,18.07692308,1.175,5.225,6.95,6.075,6.725,6.875,2.0,1.5,2.2,4.55,5.208333333,7464.354167
918,leotard,leotard,clothing,clothing,clothing,1.0,4.74,255.0,20.0,clothing,0.368162393,0.43294369,17.76923077,6.7222,2.4722,1.25,1.3611,1.8333,2.1389,6.5,6.6667,6.6111,4.2778,4.14,6458.92
919,letter_opener,letter opener,"tool, office supply",tool,tool,1.0,4.79,,0.0,tool,0.704865053,0.704865053,17.5,6.5263,2.8421,1.2105,1.7368,1.8421,1.6842,6.6579,6.7632,6.6579,4.5526,4.875,5895.791667
920,lettuce,lettuce,vegetable,vegetable,"plant, food, vegetable",1.0,4.97,3182.0,173.0,food|plant|vegetable,0.730297967,0.730297967,18.25,1.775,3.8,5.65,1.725,6.65,2.075,6.35,6.375,6.5,5.6,3.382978723,19158.93617
921,license_plate,license plate,part of car,,part of car,1.0,4.89,,0.0,part of car,0.884242059,0.884242059,18.0,6.7105,2.8158,1.1579,1.8421,1.5,1.7895,6.0526,6.2632,6.0,4.1316,4.152173913,4507.978261
922,licorice,licorice,,food,food,1.0,4.97,320.0,44.0,candy|food,0.673247268,0.700396589,17.38461538,6.3243,3.4054,1.3784,1.8649,3.0811,1.6757,6.3784,6.2703,6.4324,5.2432,4.0,4875.191489
923,lid,lid,,,,1.0,4.96,5558.0,251.0,,0.592343195,0.587713565,18.58333333,6.7949,2.3333,1.1026,1.1795,1.4103,1.7692,6.5385,6.641,6.7179,4.4872,3.85106383,5651.87234
924,life_jacket,life jacket,,,clothing,1.0,4.96,,0.0,clothing|protective clothing|safety equipment,0.404511739,0.442478285,17.91666667,6.7632,4.9474,1.3947,2.1579,1.8421,2.0789,5.9737,6.3158,6.3421,4.7632,4.466666667,5720.844443999999
925,lifesaver,lifesaver,,,,1.0,4.28,262.0,62.0,safety equipment,0.163006734,0.399380805,17.46153846,6.6667,4.6944,1.5,2.3056,1.6389,2.4167,6.2778,6.2778,6.3611,4.8056,3.872340426,5026.531915
926,light_switch,light switch,,,,1.0,4.71,,0.0,hardware,0.805514074,0.685000455,17.82352941,6.7692,3.3846,1.359,1.5385,1.6154,3.3077,5.2308,4.4615,4.8205,4.6923,4.0,3824.64
927,lightbulb,lightbulb,,,,1.0,5.0,425.0,0.0,hardware|lighting,0.433066449,0.536742919,17.66666667,6.8649,3.7027,1.2432,1.2703,1.3243,1.8108,6.4324,6.5135,6.6486,5.1081,3.960784314,6911.725490000001
928,lighter,lighter,,,tool,1.0,4.53,2131.0,457.0,lighting|tool,0.875168845,0.875168845,17.13333333,6.7,3.075,1.225,1.375,1.35,1.95,6.7,6.725,6.7,4.675,4.477272727,5342.7727270000005
929,lightning_bug,lightning bug,insect,"animal, insect","animal, insect",,4.9,,,animal|insect,0.348203689,0.456623022,18.08333333,1.4865,5.3784,6.8108,1.3514,6.7568,6.7568,4.1351,5.0,5.2162,5.6757,3.895833333,6012.020833
930,lime,lime,fruit,fruit,"food, fruit",1.0,4.96,4463.0,168.0,food|fruit,0.8624613,0.8624613,18.0,1.1842,3.5526,4.7895,1.3684,6.7368,1.6316,6.5263,6.8421,6.8421,5.5789,4.5,7436.090909
931,limousine,limousine,vehicle,"container, vehicle",vehicle,1.0,4.63,1623.0,144.0,vehicle,0.54456685,0.584427531,18.26666667,6.8684,4.1316,1.2105,6.8158,1.4474,6.6053,2.7632,1.7632,4.6579,5.4737,3.956521739,5397.369565
932,lingerie,lingerie,clothing,clothing,clothing,1.0,4.87,675.0,144.0,clothing|women's clothing,0.536403509,0.55214425,17.75,6.8378,4.8649,1.3784,1.3514,1.7027,2.027,6.2703,6.5676,6.5405,5.973,4.666666667,5681.511111
933,lion,lion,animal,animal,animal,1.0,4.96,6075.0,783.0,animal|mammal,0.983003784,0.983003784,18.52,1.0286,5.7429,6.9714,6.5714,6.9143,6.9429,2.3429,1.2571,1.7714,4.5714,4.7,9013.68
934,lip_balm,lip balm,,,,1.0,4.94,,0.0,personal hygiene item,0.245223455,0.50413585,18.16666667,6.6765,3.7941,1.4118,1.3824,3.5,2.3235,6.5,6.7059,6.7353,5.9118,3.97826087,5796.021739
935,lip_gloss,lip gloss,,,,1.0,4.93,,0.0,personal hygiene item,0.620219616,0.620219616,17.66666667,6.7714,2.8,1.1714,1.4,1.9714,1.5429,6.3714,6.5429,6.5429,5.4571,3.5510204080000003,5395.571429
936,lipstick,lipstick,,,,1.0,4.9,2643.0,449.0,personal hygiene item,0.893151588,0.893151588,17.91666667,6.875,3.75,1.3,1.275,2.575,2.05,6.575,6.675,6.7,5.425,4.254901961,3955.607843
937,lizard,lizard,,animal,animal,1.0,4.68,2385.0,247.0,animal,0.792650284,0.792650284,17.66666667,1.3333,4.4167,6.8056,2.3889,6.4444,6.75,4.3611,4.4444,5.0556,4.25,4.897959183999999,4899.959184
938,llama,llama,animal,animal,animal,1.0,4.78,485.0,72.0,animal|mammal,0.729972083,0.734245588,18.07692308,1.0556,5.3056,6.9167,6.3889,6.6944,6.7778,3.1111,1.9444,3.2222,5.0,5.145833333,4331.625
939,lobster,lobster,,animal,"animal, food",1.0,4.86,3892.0,374.0,animal|food|sea animal|seafood,0.885329234,0.885329234,18.08333333,1.2821,4.9744,6.6667,2.8205,6.6667,6.7179,3.9744,4.1026,4.7436,4.5897,5.268292683,7968.219512000001
940,lock,lock,,,,1.0,4.65,7605.0,2885.0,fastener|hardware,0.586103945,0.630221592,18.33333333,6.4324,3.9459,1.0811,3.2162,1.7297,3.5946,5.5135,5.4595,5.2162,4.3514,3.882352941,5279.294118
941,locker,locker,,,container,1.0,4.67,4935.0,815.0,container,0.945258981,0.945258981,18.42857143,6.6765,2.9118,1.1176,6.3235,1.3529,2.0,4.0882,2.7941,1.9412,4.2647,3.636363636000001,3979.727273
942,locket,locket,,container,,1.0,4.82,290.0,87.0,jewelry,0.72484986,0.72484986,17.5,6.7027,6.1892,1.4595,1.4865,1.6757,2.5405,6.5946,6.7838,6.7027,6.2703,3.608695652,5495.586957
943,log,log,,,,1.0,4.96,8606.0,610.0,,0.706171884,0.706171884,18.5,1.5128,3.1282,2.7179,5.8205,6.7179,3.2564,3.641,3.0256,3.0769,4.3077,4.018867925,4406.773585
944,loincloth,loincloth,clothing,clothing,clothing,0.96,4.88,181.0,9.0,clothing,0.174587203,0.361969671,18.25,6.4857,3.2857,1.4857,1.6286,3.0571,3.3714,6.2286,6.2857,6.3143,4.1714,5.05,5602.075
945,lollipop,lollipop,,food,food,1.0,4.96,362.0,91.0,candy|food,0.794475178,0.794475178,17.75,6.7714,4.0,1.2571,1.3429,2.5143,1.7429,6.5429,6.7143,6.7143,6.2,3.707317073,3497.6829270000003
946,loom,loom,,,,0.96,4.5,733.0,21.0,arts and crafts supply,0.691767178,0.691767178,17.75,6.8108,3.9189,1.1622,5.7027,2.3514,4.3514,4.8108,3.2162,3.4865,4.8108,3.88372093,5287.488372
947,loveseat,loveseat,furniture,furniture,furniture,1.0,4.87,65.0,3.0,furniture,0.316579055,0.420658916,18.25,6.7647,3.7941,1.3235,5.9706,1.6176,1.5,3.2647,2.2059,2.7353,5.5294,3.571428571,6047.142857
948,luggage,luggage,,container,container,1.0,4.83,2572.0,567.0,container,0.720876691,0.76473634,17.66666667,6.7436,3.5128,1.1795,5.1282,1.7179,3.8718,5.5385,4.7949,5.4615,4.5641,4.341463415,6334.097561
949,lumber,lumber,,,,1.0,4.56,2802.0,126.0,,0.513173661,0.526331556,18.25,4.8649,4.5405,2.5946,6.1081,6.0,1.7568,4.5405,4.0,4.027,4.7838,3.75,4921.95
950,lunchbox,lunchbox,,,container,1.0,4.75,149.0,20.0,container|school supply,0.418109471,0.482040036,17.92307692,6.7949,3.641,1.3077,2.0,1.5897,2.2308,6.6154,6.5385,6.6154,5.1795,3.745098039,7745.137255
951,macadamia,macadamia,,fruit,food,0.86,4.67,192.0,31.0,food,0.315496414,0.365246355,18.15384615,1.4324,4.5135,4.2162,1.5946,6.4595,1.973,6.4324,6.7838,6.7297,5.8919,4.173913043,8408.173912999999
952,macaroni,macaroni,food,,food,1.0,4.97,946.0,166.0,food,0.726101365,0.739434698,18.26666667,6.5128,3.0513,1.4872,1.5897,3.5128,1.6154,6.1538,6.3077,6.5128,5.7179,4.285714286,4492.346939
953,machete,machete,weapon,weapon,weapon,1.0,4.82,607.0,53.0,weapon,0.478875702,0.597425754,18.08333333,6.7027,3.027,1.1892,4.1081,1.7297,2.5405,5.8649,5.8378,5.9189,2.8649,4.925,5098.25
954,machine_gun,machine gun,weapon,weapon,weapon,1.0,5.0,,0.0,weapon,0.470785703,0.502162221,17.76923077,6.6857,3.1143,1.2286,6.1143,1.4571,4.0857,4.4,4.0,4.0571,2.5143,5.638297872000001,9594.489362
955,maggot,maggot,,animal,animal,1.0,4.97,512.0,81.0,animal,0.418529985,0.453861369,18.16666667,1.3158,1.6053,6.8684,1.2105,6.6579,6.8421,5.6053,5.7368,6.1579,1.5526,5.086956522,9318.26087
956,magnet,magnet,tool,,,1.0,4.7,3429.0,140.0,scientific equipment,0.881204492,0.881204492,17.75,6.0,3.8947,1.4211,4.1053,4.0526,2.3421,6.0263,6.1579,6.0263,4.2368,4.0,6235.75
957,magnifier,magnifier,,,tool,1.0,4.4,137.0,3.0,scientific equipment|tool,0.192634159,0.471173031,18.58333333,6.4872,3.4872,1.2308,3.4103,2.1026,2.5385,5.6667,5.8718,5.8205,4.6154,4.127659574,6015.468085
958,magnifying_glass,magnifying glass,,,tool,1.0,4.96,,0.0,scientific equipment|tool,0.827777061,0.827777061,17.58333333,6.6944,3.5833,1.1667,1.75,1.5833,1.5278,6.5,6.6667,6.5833,4.8333,4.02173913,5384.282609000001
959,mail,mail,,,,1.0,4.69,13024.0,1879.0,,0.749467521,0.749467521,17.83333333,6.8611,4.1944,1.1667,2.0833,1.9444,2.4722,6.3889,6.5278,6.5278,4.5278,3.653061224,6196.265306
960,mailbox,mailbox,container,container,container,1.0,5.0,1801.0,212.0,container,0.97248022,0.97248022,17.75,6.8611,2.9167,1.1111,4.0,1.3889,1.25,4.6944,3.9444,3.0278,4.1944,4.244444444,3957.155556
961,makeup,makeup,,,,1.0,4.45,8916.0,790.0,personal hygiene item,0.916498968,0.916498968,18.1875,6.8,3.4857,1.2857,2.0286,2.4571,1.7143,5.8,6.0857,6.3143,5.0571,4.291666667,7831.916667
962,mallet,mallet,tool,tool,tool,1.0,4.93,495.0,35.0,hardware|tool,0.516888384,0.535066488,18.0625,6.6923,2.359,1.2308,4.7949,2.4615,2.5897,6.2564,6.0256,6.0,3.7436,4.7380952380000005,8950.166667
963,man,man,,,,1.0,4.79,409760.0,94133.0,,0.730857526,0.730857526,18.0,3.2162,5.8919,6.6757,5.9189,6.6757,6.6486,4.7568,3.973,3.973,5.0,3.522727273,4358.227273
964,manatee,manatee,,animal,animal,1.0,4.66,443.0,10.0,animal|mammal|sea animal,0.70857234,0.70857234,18.33333333,1.1026,5.7179,6.8462,6.5641,6.6667,6.7949,2.1282,1.8718,2.0513,5.2564,4.1111111110000005,7052.133333
965,mandolin,mandolin,musical instrument,musical instrument,musical instrument,1.0,4.76,250.0,24.0,musical instrument,0.338351035,0.401776961,17.75,6.4211,5.2105,1.5263,3.1579,3.4211,2.8421,5.7632,5.9474,6.2632,5.7632,4.019230769,5476.634615
966,mango,mango,fruit,fruit,"food, fruit",1.0,5.0,1678.0,84.0,food|fruit,0.636940343,0.655516194,18.05263158,1.0571,4.6,4.7143,1.8571,6.8,2.1429,6.4571,6.6857,6.6,6.2,3.957446809,5030.06383
967,manhole,manhole,,,,0.96,4.7,351.0,38.0,,0.68484815,0.68797315,18.05,6.6944,2.5278,1.1111,6.1111,1.6944,2.2222,2.9167,2.5833,2.4167,3.1389,4.288888889,6006.266667
968,mannequin,mannequin,,,,1.0,4.53,708.0,62.0,,0.850841718,0.850841718,17.58333333,6.85,3.025,1.325,4.5,2.0,2.725,4.675,4.45,4.475,4.3,4.255319149,5072.361702
969,mantle,mantle,,,,1.0,4.57,1564.0,110.0,,0.480714654,0.503271045,17.78571429,6.6176,3.6176,1.2059,5.9118,3.0294,1.2647,4.5588,2.5882,1.8235,5.0882,3.42,6711.48
970,map,map,,,,1.0,4.93,23666.0,1623.0,,0.980343014,0.980343014,18.57142857,6.5897,4.7179,1.4615,2.0769,2.5641,2.2821,6.0,5.8718,5.9744,5.3846,3.74,5715.54
971,maple_syrup,maple syrup,,food,food,1.0,5.0,,0.0,breakfast food|condiment|food,0.34068327,0.454199495,17.16666667,4.7778,4.5833,2.0556,2.6389,5.2778,2.8333,4.4722,4.8056,5.6111,5.8333,4.4,4605.16
972,marble,marble,toy,,toy,1.0,4.85,5210.0,266.0,arts and crafts supply|toy,0.944544997,0.944544997,17.69230769,6.5405,3.7568,1.1622,1.6216,2.2703,4.7838,6.5676,6.7297,6.7297,5.1081,3.794871795,7964.923076999999
973,margarita,margarita,,"food, beverage",drink,0.97,5.0,610.0,71.0,drink,0.612992725,0.619184676,18.17647059,6.5556,3.9167,1.6389,1.6389,3.5556,2.0,5.8611,6.2222,6.5,5.9444,4.34,4298.66
974,marijuana,marijuana,plant,plant,plant,1.0,4.89,5118.0,271.0,plant,0.440116505,0.477110031,17.78571429,1.8286,4.6571,6.2286,1.9143,6.7429,2.7429,6.0857,6.2286,5.2,5.1143,4.162790698,9029.72093
975,marker,marker,,,tool,1.0,4.62,5156.0,267.0,arts and crafts supply|school supply|tool,0.793164047,0.822010201,17.84615385,6.6944,2.9167,1.3056,1.3333,1.4167,1.9167,6.4167,6.8056,6.75,5.1111,4.06,8570.1
976,marmalade,marmalade,food,food,food,1.0,4.83,249.0,52.0,breakfast food|condiment|food,0.258205768,0.355456656,18.33333333,6.3947,3.2895,1.7105,2.0263,4.8684,2.4211,4.5,5.1053,5.7368,5.8947,4.340909091,5704.4545450000005
977,marshmallow,marshmallow,food,food,food,0.96,4.85,678.0,77.0,candy|food,0.914906658,0.914906658,17.61538462,6.4444,3.5,1.5833,1.3333,2.6389,1.8889,6.3333,6.6667,6.6944,5.9167,3.64,10433.92
978,mascara,mascara,,,,1.0,4.93,861.0,64.0,personal hygiene item,0.827442688,0.827442688,17.64285714,6.7692,3.3846,1.2821,1.3846,1.9487,1.9744,6.2564,6.4359,6.2564,5.1795,3.705882353,4734.843137
979,mashed_potato,mashed potato,food,"food, vegetable",food,1.0,5.0,,0.0,food,0.766986477,0.766986477,18.125,6.0541,3.5135,1.7838,2.2973,4.9189,1.7838,4.8108,5.0811,5.8649,5.5676,3.914893617,4491.276596
980,mask,mask,,clothing,,1.0,4.96,11196.0,1010.0,,0.979122807,0.979122807,18.6,6.6667,2.8611,1.4444,1.9722,1.6944,1.9167,6.2778,6.5556,6.4444,4.1667,4.8163265310000005,6753.408162999999
981,mast,mast,,,,0.96,4.92,1125.0,83.0,,0.517643373,0.530341786,18.14285714,6.7297,4.0,1.1351,6.4865,2.0,3.4595,3.5135,2.0541,2.1622,4.3514,4.510204082,5855.795918
982,mat,mat,,,,1.0,4.83,4071.0,178.0,,0.558804487,0.657777409,17.92857143,6.6486,2.5946,1.1622,2.3514,3.0,1.8919,5.973,6.0811,6.2703,4.4324,3.519230769,5573.519231
983,match,match,,,tool,1.0,4.14,12025.0,2521.0,lighting|tool,0.961104827,0.961104827,17.53846154,6.6053,3.7368,1.5263,1.5263,2.2368,2.0789,6.3684,6.5789,6.6579,4.4211,4.170212766000001,5925.042553
984,matchbox,matchbox,container,container,container,1.0,4.78,173.0,19.0,container,0.280912094,0.630547314,17.91666667,6.8108,3.1622,1.3784,1.1892,1.9189,2.027,6.7027,6.8649,6.8649,4.5946,4.6875,8043.541667
985,mattress,mattress,,,furniture,1.0,5.0,3689.0,337.0,furniture,0.823645511,0.823645511,18.0,6.7568,3.6486,1.1892,5.5405,1.8919,1.6486,3.6486,2.7838,2.8919,5.973,3.531914894,6326.170213
986,measuring_cup,measuring cup,kitchen tool,container,"container, kitchen tool",1.0,4.94,,0.0,container|kitchen tool|scientific equipment,0.806781404,0.806781404,17.83333333,6.8684,3.3421,1.1053,2.4474,1.6316,2.1842,6.3421,6.5,6.5526,4.5789,3.3863636360000005,4284.386364
987,meat,meat,food,,food,1.0,4.9,20271.0,2226.0,food,0.682533256,0.682533256,18.07692308,1.5714,4.2857,3.1714,3.8286,5.8857,2.6857,5.8,5.7714,5.8,4.8,4.577777778,6777.733333
988,meat_grinder,meat grinder,,,,1.0,4.79,,0.0,home appliance,0.716600734,0.720986699,18.16666667,6.7838,3.2162,1.2432,5.0541,1.6757,4.3514,5.2162,4.5946,4.5676,3.5676,4.958333333,5383.166667
989,meatball,meatball,food,food,food,1.0,4.93,687.0,132.0,food,0.933920279,0.933920279,18.625,6.5,3.95,2.0,1.825,3.55,1.975,6.425,6.5,6.575,5.7,4.0,6940.25
990,meatloaf,meatloaf,food,food,food,1.0,5.0,264.0,119.0,food,0.835103844,0.835103844,17.41666667,6.4211,2.7368,1.5789,2.1579,3.2895,1.3947,5.6842,6.0526,6.2368,5.1842,4.38,7227.66
991,medal,medal,,,,0.97,4.89,8991.0,590.0,,0.389661654,0.702436545,18.07142857,6.8205,5.9231,1.3333,3.9487,2.1538,2.0769,6.2564,6.4615,6.5385,6.0769,4.456521738999999,5958.521739
992,meerkat,meerkat,animal,animal,animal,0.96,5.0,143.0,11.0,animal|mammal,0.54402834,0.54402834,18.0,1.3333,5.2308,6.6923,2.7436,6.6154,6.7436,3.2051,3.2564,4.2564,5.3846,4.714285714,9629.204081999998
993,megaphone,megaphone,,,,1.0,4.76,287.0,15.0,,0.537823931,0.537823931,18.16666667,6.7949,2.7179,1.1795,2.8462,1.4103,1.8462,6.0256,6.1795,6.0769,3.3333,4.56,4700.26
994,melon,melon,fruit,fruit,"food, fruit",1.0,4.78,1563.0,218.0,food|fruit,0.492372069,0.505599582,16.66666667,1.5263,4.5526,4.9211,3.3421,6.5789,2.3684,5.7632,6.0263,6.2368,5.9211,3.727272727,6056.431818
995,memory_stick,memory stick,,,,1.0,4.56,,0.0,,0.054986472,0.318716593,17.625,6.6842,4.1316,1.3158,1.3158,1.3947,1.5526,6.3684,6.6842,6.6842,4.5789,4.295454545,5982.5227270000005
996,metal_detector,metal detector,electronic device,,"electronic device, tool",1.0,4.84,,0.0,electronic device|tool,0.883222968,0.883222968,18.16666667,6.8611,3.6944,1.5278,3.5556,1.5833,2.9722,6.1667,6.0556,6.1389,4.7222,4.695652174,5885.73913
997,metronome,metronome,,,,0.93,4.27,198.0,10.0,,0.673697441,0.673697441,17.46153846,6.5946,4.3514,1.8919,3.2703,2.5946,4.9459,5.7568,5.7568,5.8378,5.027,4.191489362,7812.617020999999
998,microphone,microphone,,,electronic device,1.0,4.88,3996.0,232.0,electronic device,0.908130293,0.908130293,17.73333333,6.7895,3.1053,1.3684,2.5526,1.6316,2.0,6.6053,6.7368,6.6053,4.6316,3.714285714,4385.238095000001
999,microscope,microscope,,,,1.0,5.0,2058.0,129.0,scientific equipment,0.950902071,0.950902071,18.21428571,6.6757,5.2973,1.3243,4.5946,1.5405,2.8378,5.3243,5.1351,5.3784,4.7027,4.078431373,5905.27451
1000,microwave,microwave,kitchen appliance,kitchen appliance,"electronic device, kitchen appliance",1.0,4.34,3848.0,199.0,electronic device|home appliance|kitchen appliance,0.981968811,0.981968811,18.25,6.4865,2.8919,1.3243,5.4324,1.2973,2.2703,3.5946,3.4595,4.0811,4.2432,4.3,4401.1
1001,milk,milk,drink,"food, beverage",drink,1.0,4.92,17812.0,2169.0,drink,0.865127893,0.865127893,18.0952381,2.1892,4.3243,2.027,2.8108,6.2432,2.7297,3.3784,3.9189,5.1081,5.3784,3.632653061,5440.387755
1002,milkshake,milkshake,"dessert, drink",,"drink, dessert",1.0,4.97,222.0,42.0,dessert|drink,0.602869726,0.605639809,17.68421053,6.7105,3.7632,1.5263,2.1316,3.5526,1.7895,5.7632,6.0263,6.2632,6.3158,4.333333333,4687.422222
1003,minivan,minivan,vehicle,"container, vehicle",vehicle,1.0,4.92,1644.0,81.0,vehicle,0.324096102,0.447703366,17.94736842,6.4872,4.0256,1.4872,6.7692,1.4615,6.4872,3.2821,1.6154,5.2308,4.7179,4.348837209,5186.883721
1004,mint,mint,,food,"plant, food",1.0,4.54,1968.0,277.0,food|plant,0.466886296,0.498309121,17.84615385,1.2973,4.4054,5.973,1.2973,6.6757,2.6757,6.2432,6.3784,5.9459,5.7838,4.023809524,5436.666667
1005,mirror,mirror,home decor,,home decor,1.0,4.97,20081.0,1233.0,home decor,0.981968811,0.981968811,17.83333333,6.5833,4.3333,1.3056,4.7222,2.3889,1.8889,4.8889,4.6944,4.75,4.9444,3.369565217,4368.608696
1006,missile,missile,weapon,"vehicle, weapon",weapon,1.0,4.83,15147.0,670.0,weapon,0.427688996,0.618043414,17.58823529,6.8378,3.7838,1.5946,6.7568,1.2973,5.8108,2.1351,1.5135,2.5676,2.1622,5.130434783,4226.23913
1007,mistletoe,mistletoe,,,,1.0,4.85,159.0,98.0,,0.13816093,0.352608056,18.11764706,3.1081,4.6216,5.5676,1.5946,6.027,2.8649,6.1892,6.3514,6.2432,5.7027,3.777777778,4436.2
1008,mitten,mitten,,clothing,"clothing, clothing accessory",0.96,4.89,586.0,23.0,clothing|clothing accessory,0.773440546,0.787329435,18.5,6.7714,3.9429,1.1714,1.3143,2.6286,2.3429,6.8,6.8571,6.8571,5.7429,3.693877551,4624.632653000001
1009,mixer,mixer,kitchen appliance,kitchen utensil,"electronic device, kitchen appliance",0.96,4.33,1911.0,55.0,electronic device|home appliance|kitchen appliance,0.814876448,0.814876448,18.5,6.9459,3.5676,1.1892,5.0541,1.2703,4.5946,4.973,4.6486,4.9459,5.0541,4.224489796,5035.183673
1010,moccasin,moccasin,,,clothing,1.0,4.78,417.0,2.0,clothing|footwear,0.65991109,0.655637586,17.53846154,6.7632,4.6316,1.3684,1.5789,3.1842,2.8947,6.4737,6.6316,6.6316,5.3684,4.108695652,9301.934783
1011,modem,modem,electronic device,,electronic device,1.0,4.29,4555.0,55.0,electronic device,0.31994539,0.476796669,18.0,6.7368,4.6316,1.3947,2.2368,1.3158,1.7632,5.9737,6.1053,5.9474,4.3421,3.94,4920.62
